SUNBURGER I LLC,"287 7TH AVENUE
NEW YORK, NY 10001",341,RW,12/31/2016,License is Active,1181772,RESTAURANT WINE,License is Active,3,08/09/2006,01/01/2015,12/31/2016
GURU NIVAS CORPORATION,"155 W 29TH STREET, EASTERLY ST
NEW YORK, NY 10001",002,ST,09/19/2006,License is Inactive,1181847,TEMPORARY PERMIT,License is Inactive,2,08/10/2006,08/21/2006,09/19/2006
C & E 888 CORP,"390 8TH AVENUE
NEW YORK, NY 10001",901,OP,01/31/2012,License is Inactive,ON-PREMISES LIQUOR,License is Inactive,4,"
",C & E 888 CORP,VESTA,1
VIJNAS ENTERPRISES INC,"458 7TH AVE
NEW YORK, NY 10001",002,ST,11/13/2006,License is Inactive,1184217,TEMPORARY PERMIT,License is Inactive,1,10/12/2006,10/15/2006,11/13/2006
393 REST ON EIGHTH INC,"393 8TH AVENUE
NEW YORK, NY 10001",901,OP,02/28/2011,License is Inactive,ON-PREMISES LIQUOR,License is Inactive,2,"
",393 REST ON EIGHTH INC,,1
BARCLAY HOSPITALITYSERVICESINC&ALLIANCEHOSPMGMTLLC,"119 121 W 28TH ST
28TH STREET & 7TH AVENUE
NEW YORK, NY 10001",242,HL,09/30/2011,License is Inactive,1184401,HOTEL LIQUOR,License is Inactive,1,10/18/2006,10/01/2009,09/30/2011
10 WEST BADA CORP,"10 W 32ND ST
NEW YORK, NY 10001",002,ST,12/01/2006,License is Inactive,1184796,TEMPORARY PERMIT,License is Inactive,4,10/31/2006,10/31/2006,12/01/2006
32 WONJO CORP,"23 W 32ND STREET
NEW YORK, NY 10001",002,ST,11/22/2006,License is Inactive,1184919,TEMPORARY PERMIT,License is Inactive,1,11/03/2006,10/24/2006,11/22/2006
CASABLANCA MUSIC CAFE INC,"34 W 32ND STREET 5TH FLOOR
5TH AVENUE & BROADWAY
NEW YORK, NY 10001",341,RW,,License is Inactive,1184950,RESTAURANT WINE,License is Inactive,2,11/03/2006,,
IHI NY LLC,"236 5TH AVENUE
27TH & 28TH STREETS
NEW YORK, NY 10001",252,OP,09/30/2017,License is Active,1185019,ON-PREMISES LIQUOR,License is Active,1,11/07/2006,10/01/2015,09/30/2017
PANINO PRINCE 23 STREET LLC,"26 PRINCE STREET
MOTT & ELIZABETH STS
NEW YORK, NY 10001",341,RW,,License is Inactive,1185218,RESTAURANT WINE,License is Inactive,1,11/14/2006,,
FAT ANNIE S LLC,"131 W 33RD STREET
NEW YORK, NY 10001",252,OP,03/31/2017,License is Active,1185225,ON-PREMISES LIQUOR,License is Active,1,11/15/2006,04/01/2015,03/31/2017
10 WEST BADA CORP,"10 W 32ND ST
NEW YORK, NY 10001",003,ST,12/31/2006,License is Inactive,1185805,TEMPORARY PERMIT,License is Inactive,1,12/01/2006,12/02/2006,12/31/2006
32 WONJO CORP,"23 W 32ND STREET
NEW YORK, NY 10001",003,ST,12/23/2006,License is Inactive,1185947,TEMPORARY PERMIT,License is Inactive,2,12/06/2006,11/23/2006,12/23/2006
JMP PIZZA LLC,"460 W 34TH STREET STORE 1,2,&3
NEW YORK, NY 10001",341,RW,03/31/2009,Expired,1185948,RESTAURANT WINE,Expired,2,12/06/2006,04/01/2008,03/31/2009
BACCHUS IMPORTS INC,"1328 BROADWAY SUITE 558
34TH & 35TH STREET
NEW YORK, NY 10001",303,WW,10/31/2008,License is Inactive,1186467,WHOLESALE WINE,License is Inactive,,12/15/2006,11/14/2007,10/31/2008
32 WONJO CORP,"23 W 32ND STREET
NEW YORK, NY 10001",004,ST,01/22/2007,License is Inactive,1186495,TEMPORARY PERMIT,License is Inactive,4,12/18/2006,12/24/2006,01/22/2007
HUDSON YARDS CATERING LLC,"636 638 & 640 642 W 28TH ST
11TH & 12TH AVENUES
NEW YORK, NY 10001",246,CT,03/31/2017,License is Active,1186628,CATERING ESTABLISHMENT,License is Active,2,12/19/2006,04/01/2015,03/31/2017
10 WEST BADA CORP,"10 W 32ND ST
NEW YORK, NY 10001",004,ST,01/30/2007,License is Inactive,1187368,TEMPORARY PERMIT,License is Inactive,3,01/03/2007,01/01/2007,01/30/2007
32 WONJO CORP,"23 W 32ND STREET
NEW YORK, NY 10001",005,ST,02/21/2007,License is Inactive,1187440,TEMPORARY PERMIT,License is Inactive,2,01/05/2007,01/23/2007,02/21/2007
ZARO PENN INC,"2 PENN PLAZA CONCOURSE LEVEL
CONCOURSE LEVEL
NEW YORK, NY 10001",122,AX,09/30/2016,License is Active,1187736,"GROCERY BEER, WINE PROD",License is Active,2,01/12/2007,05/24/2016,09/30/2016
CAFE & WINE BAR 31 INC,"11 W 31ST STREET
5TH AVENUE & BROADWAY
NEW YORK, NY 10001",341,RW,05/31/2008,License is Inactive,1187743,RESTAURANT WINE,License is Inactive,2,01/12/2007,06/29/2007,05/31/2008
KIKU SUSHI INC,"235 NINTH AVENUE
WEST 24 & WEST 25 STREETS
NEW YORK, NY 10001",341,RW,04/30/2011,License is Inactive,1187767,RESTAURANT WINE,License is Inactive,3,01/16/2007,05/01/2010,04/30/2011
THIRTEEN GROUP LLC,"128 W 26TH STREET
NEW YORK, NY 10001",901,OP,02/28/2017,License is Inactive,ON-PREMISES LIQUOR,License is Inactive,4,"
",THIRTEEN GROUP LLC,TRE DICI ,1
32 WONJO CORP,"23 W 32ND STREET
NEW YORK, NY 10001",006,ST,02/21/2007,License is Inactive,1188400,TEMPORARY PERMIT,License is Inactive,4,01/30/2007,01/23/2007,02/21/2007
10 WEST BADA CORP,"10 W 32ND ST
NEW YORK, NY 10001",005,ST,03/01/2007,License is Inactive,1188543,TEMPORARY PERMIT,License is Inactive,2,02/02/2007,01/31/2007,03/01/2007
32 RESTAURANT CORP,"34 36 W 32ND ST G/F
ON WEST 32ND BETWEEN 5 & 6TH
NEW YORK, NY 10001",252,OP,08/31/2009,License is Inactive,1188831,ON-PREMISES LIQUOR,License is Inactive,2,02/12/2007,09/26/2007,08/31/2009
MADANGSUI INC,"35 W 35TH STREET
5TH & 6TH AVENUE
NEW YORK, NY 10001",252,OP,07/31/2017,License is Active,1188853,ON-PREMISES LIQUOR,License is Active,3,02/12/2007,08/01/2015,07/31/2017
SPACE PLAYERS INC,"34 36 W 32 STREET-CELLAR
NEW YORK, NY 10001",252,OP,08/31/2013,License is Inactive,1188877,ON-PREMISES LIQUOR,License is Inactive,4,02/13/2007,09/01/2011,08/31/2013
32 WONJO CORP,"23 W 32ND STREET
NEW YORK, NY 10001",007,ST,03/23/2007,License is Inactive,1189137,TEMPORARY PERMIT,License is Inactive,2,02/21/2007,02/22/2007,03/23/2007
10 WEST BADA CORP,"10 W 32ND ST
NEW YORK, NY 10001",006,ST,03/31/2007,License is Inactive,1189509,TEMPORARY PERMIT,License is Inactive,1,03/01/2007,03/02/2007,03/31/2007
CASABLANCA MUSIC CAFE INC,"34 W 32ND STREET 5TH FLOOR
5TH AVENUE & BROADWAY
NEW YORK, NY 10001",344,TW,07/31/2008,License is Inactive,1189556,TAVERN WINE,License is Inactive,3,03/01/2007,08/17/2007,07/31/2008
360 9 REST. LLC,"360 9TH AVENUE
NEW YORK, NY 10001",252,OP,08/31/2011,License is Inactive,1190254,ON-PREMISES LIQUOR,License is Inactive,3,03/16/2007,10/14/2009,08/31/2011
360 9 REST. LLC,"360 9TH AVENUE
NEW YORK, NY 10001",001,ST,07/08/2007,License is Inactive,1190255,TEMPORARY PERMIT,License is Inactive,3,03/16/2007,04/10/2007,07/08/2007
VICTORY DINER CORP,"360 9TH AVENUE
NEW YORK, NY 10001",ML1,RW,04/10/2007,License is Inactive,1190256,RESTAURANT WINE,License is Inactive,3,03/16/2007,04/10/2007,04/10/2007
"CLEARVIEW SPIRITS, INC.","99 WEST 27TH STREET
6TH & 7TH AVENUES
NEW YORK, NY 10001",222,L,07/31/2016,License is Active,1190275,LIQUOR STORE,License is Active,1,03/19/2007,08/01/2013,07/31/2016
"CLEARVIEW SPIRITS, INC.","99 WEST 27TH STREET
NEW YORK, NY 10001",001,ST,07/10/2007,Expired,1190276,TEMPORARY PERMIT,Expired,1,03/19/2007,04/12/2007,07/10/2007
"BUZZ WINES & LIQUORS INC,THE","99 WEST 27TH STREET
NEW YORK, NY 10001",ML1,L,04/12/2007,License is Inactive,1190277,LIQUOR STORE,License is Inactive,1,03/19/2007,04/12/2007,04/12/2007
32 WONJO CORP,"23 W 32ND STREET
NEW YORK, NY 10001",008,ST,04/22/2007,License is Inactive,1190325,TEMPORARY PERMIT,License is Inactive,1,03/20/2007,03/24/2007,04/22/2007
MADISON SQ FOOD CORP,"404 8TH AVENUE
30TH/31ST STREETS
NEW YORK, NY 10001",122,AX,10/31/2016,License is Inactive,1190412,"GROCERY BEER, WINE PROD",License is Inactive,1,03/21/2007,11/01/2013,10/31/2016
JOI 23 CORP,"23 W 32ND ST 4TH FL
NEW YORK, NY 10001",252,OP,09/30/2015,License is Inactive,1190672,ON-PREMISES LIQUOR,License is Inactive,3,03/27/2007,12/12/2013,09/30/2015
257W34 LUNCH BOX BUFFET INC,"257 W 34TH STREET
NEW YORK, NY 10001",341,RW,08/31/2008,License is Inactive,1190777,RESTAURANT WINE,License is Inactive,4,03/30/2007,09/20/2007,08/31/2008
10 WEST BADA CORP,"10 W 32ND ST
NEW YORK, NY 10001",007,ST,04/30/2007,License is Inactive,1190915,TEMPORARY PERMIT,License is Inactive,1,04/03/2007,04/01/2007,04/30/2007
374 8TH AVE FOOD CORP,"374 8TH AVENUE
W 28TH/W 29TH STREETS
NEW YORK, NY 10001",122,AX,10/31/2010,Expired,1192210,"GROCERY BEER, WINE PROD",Expired,1,04/30/2007,11/13/2007,10/31/2010
374 8TH AVE FOOD CORP,"374 8TH AVENUE
NEW YORK, NY 10001",001,ST,08/06/2007,Expired,1192211,TEMPORARY PERMIT,Expired,1,04/30/2007,05/09/2007,08/06/2007
AM & AL DELI INC,"374 8TH AVENUE
NEW YORK, NY 10001",ML1,AX,05/09/2007,License is Inactive,1192212,"GROCERY BEER, WINE PROD",License is Inactive,1,04/30/2007,05/09/2007,05/09/2007
SPACE BILLIARDS INC,"34 W 32ND ST
12TH FLOOR
NEW YORK, NY 10001",341,RW,02/28/2015,License is Inactive,1192283,RESTAURANT WINE,License is Inactive,4,05/01/2007,03/01/2013,02/28/2015
10 WEST BADA CORP,"10 W 32ND ST
NEW YORK, NY 10001",008,ST,05/30/2007,License is Inactive,1192291,TEMPORARY PERMIT,License is Inactive,4,05/01/2007,05/01/2007,05/30/2007
35TH STREET HOTEL CORP,"45 W 35TH STREET
NEW YORK, NY 10001",901,HL,05/31/2018,License is Active,HOTEL LIQUOR,License is Active,2,"
",35TH STREET HOTEL CORP,,1
8TH AVENUE BBQ LLC,"416 8TH AVENUE
30TH & 31ST STREET
NEW YORK, NY 10001",252,OP,09/30/2017,License is Active,1194287,ON-PREMISES LIQUOR,License is Active,4,06/11/2007,10/01/2015,09/30/2017
8TH AVENUE BBQ LLC,"416 8TH AVENUE
NEW YORK, NY 10001",001,ST,09/11/2007,Expired,1194288,TEMPORARY PERMIT,Expired,4,06/11/2007,06/14/2007,09/11/2007
416 8TH OPERATING INC,"416 8TH AVENUE
NEW YORK, NY 10001",ML1,OP,06/14/2007,License is Inactive,1194289,ON-PREMISES LIQUOR,License is Inactive,4,06/11/2007,06/14/2007,06/14/2007
10 WEST BADA CORP,"10 W 32ND ST
NEW YORK, NY 10001",009,ST,07/14/2007,License is Inactive,1194568,TEMPORARY PERMIT,License is Inactive,3,06/15/2007,06/15/2007,07/14/2007
NATURAL TOFU RESTAURANT CORP,"34 WEST 32ND ST 2ND FL
5TH & 6TH AVENUE
NEW YORK, NY 10001",341,RW,,License is Inactive,1194966,RESTAURANT WINE,License is Inactive,3,06/22/2007,,
"CLEARVIEW SPIRITS, INC.","99 WEST 27TH STREET
NEW YORK, NY 10001",002,ST,08/08/2007,Expired,1195836,TEMPORARY PERMIT,Expired,1,07/11/2007,07/10/2007,08/08/2007
245 EMPIRE GOURMET INC,"245 9TH AVE
NEW YORK, NY 10001",122,AX,01/31/2011,License is Inactive,1195886,"GROCERY BEER, WINE PROD",License is Inactive,4,07/11/2007,02/19/2008,01/31/2011
TEAM MWB LLC,"167 8TH AVENUE
NEW YORK, NY 10001",901,OP,02/28/2017,License is Active,ON-PREMISES LIQUOR,License is Active,4,"
",TEAM MWB LLC,,1
DAKE SUSHI INC,"348 7TH AVE
W 29TH & 30TH STREETS
NEW YORK, NY 10001",341,RW,12/31/2016,License is Active,1196030,RESTAURANT WINE,License is Active,2,07/16/2007,01/06/2015,12/31/2016
10 WEST BADA CORP,"10 W 32ND ST
NEW YORK, NY 10001",009,ST,08/13/2007,License is Inactive,1196241,TEMPORARY PERMIT,License is Inactive,2,07/23/2007,07/15/2007,08/13/2007
245 EMPIRE GOURMET INC,"245 9TH AVE
NEW YORK, NY 10001",001,ST,,License is Inactive,1196676,TEMPORARY PERMIT,License is Inactive,4,07/31/2007,,
MOHAMED A FURWAN,"245 9TH AVE
NEW YORK, NY 10001",ML1,AX,,License is Inactive,1196677,"GROCERY BEER, WINE PROD",License is Inactive,4,07/31/2007,,
"CLEARVIEW SPIRITS, INC.","99 WEST 27TH STREET
NEW YORK, NY 10001",003,ST,09/08/2007,Expired,1197044,TEMPORARY PERMIT,Expired,1,08/09/2007,08/09/2007,09/08/2007
DIMPY INC,"11 W 30TH STREET
NEW YORK, NY 10001",ML1,RW,10/05/2007,License is Inactive,1197158,RESTAURANT WINE,License is Inactive,3,08/10/2007,10/05/2007,10/05/2007
VATAN EXPRESS INC,"11 W 30TH ST
NEW YORK, NY 10001",252,OP,05/31/2010,Expired,1197159,ON-PREMISES LIQUOR,Expired,3,08/10/2007,06/24/2008,05/31/2010
VATAN EXPRESS INC,"11 W 30TH ST
NEW YORK, NY 10001",001,ST,01/02/2008,Expired,1197160,TEMPORARY PERMIT,Expired,3,08/10/2007,10/05/2007,01/02/2008
MADISON SQUARE GARDEN L P,"4 PENNSYLVANIA PLAZA
NEW YORK, NY 10001",930,OP,04/30/2013,License is Inactive,ON-PREMISES LIQUOR,License is Inactive,4,"
",MADISON SQUARE GARDEN L P,6TH FLOOR,1
PAUL'S REST INC,"22 W 34TH ST 4TH FL
5TH & 6TH AVE
NEW YORK, NY 10001",252,OP,04/30/2018,License is Active,1197215,ON-PREMISES LIQUOR,License is Active,1,08/14/2007,05/01/2016,04/30/2018
374 8TH AVE FOOD CORP,"374 8TH AVENUE
NEW YORK, NY 10001",002,ST,09/05/2007,Expired,1197245,TEMPORARY PERMIT,Expired,2,08/14/2007,08/06/2007,09/05/2007
10 WEST BADA CORP,"10 W 32ND ST
NEW YORK, NY 10001",009,ST,09/13/2007,License is Inactive,1197337,TEMPORARY PERMIT,License is Inactive,2,08/16/2007,08/14/2007,09/13/2007
M & M 28TH ST RESTAURANT LLC,"382 8TH AVE A/K/A 261 W 29 ST
29TH & 30TH STREETS
NEW YORK, NY 10001",252,OP,05/31/2018,License is Active,1197347,ON-PREMISES LIQUOR,License is Active,2,08/17/2007,06/01/2016,05/31/2018
360 9 REST. LLC,"360 9TH AVENUE
NEW YORK, NY 10001",002,ST,08/07/2007,License is Inactive,1197417,TEMPORARY PERMIT,License is Inactive,1,08/20/2007,07/09/2007,08/07/2007
360 9 REST. LLC,"360 9TH AVENUE
NEW YORK, NY 10001",003,ST,09/07/2007,License is Inactive,1197418,TEMPORARY PERMIT,License is Inactive,1,08/20/2007,08/08/2007,09/07/2007
8TH AVENUE BBQ LLC,"416 8TH AVENUE
NEW YORK, NY 10001",002,ST,10/11/2007,Expired,1198522,TEMPORARY PERMIT,Expired,1,09/07/2007,09/12/2007,10/11/2007
10 WEST BADA CORP,"10 W 32ND ST
NEW YORK, NY 10001",009,ST,10/13/2007,License is Inactive,1198943,TEMPORARY PERMIT,License is Inactive,2,09/18/2007,09/14/2007,10/13/2007
ZARO PENN PLAZA INC,"2 PENN PLAZA CONC LEVEL IV
NEW YORK, NY 10001",141,EB,12/31/2016,License is Active,1199931,EATING PLACE BEER,License is Active,2,10/10/2007,09/12/2014,12/31/2016
BIZMAX NY INC,"10 W 32ND ST 4TH FLOOR
5TH & BROADWAY AVE
NEW YORK, NY 10001",344,TW,09/30/2010,License is Inactive,1200034,TAVERN WINE,License is Inactive,2,10/11/2007,10/01/2009,09/30/2010
MANHATTAN CENTER STUDIOS INC,"311 W 34TH STREET
NEW YORK, NY 10001",901,OP,,License is Inactive,ON-PREMISES LIQUOR,License is Inactive,1,"
",MANHATTAN CENTER STUDIOS INC,,1
MANHATTAN CENTER STUDIOS INC,"311 W 34TH STREET
NEW YORK, NY 10001",902,OP,,License is Inactive,ON-PREMISES LIQUOR,License is Inactive,1,"
",MANHATTAN CENTER STUDIOS INC,,1
10 WEST BADA CORP,"10 W 32ND ST
NEW YORK, NY 10001",009,ST,11/12/2007,License is Inactive,1200409,TEMPORARY PERMIT,License is Inactive,1,10/19/2007,10/14/2007,11/12/2007
STFU CORP,"235 W 35TH STREET
35TH & 36TH STREETS
NEW YORK, NY 10001",252,OP,01/31/2014,License is Inactive,1200810,ON-PREMISES LIQUOR,License is Inactive,1,10/31/2007,02/29/2012,01/31/2014
SHEESAN RESTAURANT 26TH LLC,"121-125 W 26TH ST
6TH & 7TH AVENUES
NEW YORK, NY 10001",242,HL,06/30/2016,License is Inactive,1200829,HOTEL LIQUOR,License is Inactive,2,10/31/2007,07/01/2014,06/30/2016
TXOKO INC,"240 9TH AVENUE
24TH & 25TH STREETS
NEW YORK, NY 10001",252,OP,09/30/2016,License is Active,1201044,ON-PREMISES LIQUOR,License is Active,2,11/05/2007,10/01/2014,09/30/2016
A & V REST LLC,"255 W 26TH ST
AKA 322 8TH AVE
NEW YORK, NY 10001",341,RW,05/31/2015,License is Inactive,1201387,RESTAURANT WINE,License is Inactive,4,11/09/2007,06/01/2013,05/31/2015
10 WEST BADA CORP,"10 W 32ND ST
NEW YORK, NY 10001",009,ST,12/12/2007,License is Inactive,1202081,TEMPORARY PERMIT,License is Inactive,4,11/28/2007,11/13/2007,12/12/2007
10 WEST BADA CORP,"10 W 32ND ST
NEW YORK, NY 10001",009,ST,01/11/2008,License is Inactive,1202089,TEMPORARY PERMIT,License is Inactive,4,11/28/2007,12/13/2007,01/11/2008
CHHAYA NEWS INC,"153 159 W 27TH ST STORE#4
NEW YORK, NY 10001",122,AX,02/28/2017,License is Inactive,1202534,"GROCERY BEER, WINE PROD",License is Inactive,2,12/10/2007,03/01/2014,02/28/2017
ROCK N SAKE NYC LLC,"138 W 25TH ST
NEW YORK, NY 10001",252,OP,06/30/2012,License is Inactive,1202688,ON-PREMISES LIQUOR,License is Inactive,4,12/12/2007,07/09/2010,06/30/2012
ROCK N SAKE NYC LLC,"138 W 25TH ST
NEW YORK, NY 10001",001,ST,04/15/2008,License is Inactive,1202689,TEMPORARY PERMIT,License is Inactive,4,12/12/2007,01/17/2008,04/15/2008
VARIETAL WINE BAR & RESTAURANT CORP,"138 W 25TH STREET
NEW YORK, NY 10001",ML1,OP,01/17/2008,License is Inactive,1202690,ON-PREMISES LIQUOR,License is Inactive,4,12/12/2007,01/17/2008,01/17/2008
CAFE & WINE BAR 31 INC,"11 W 31ST ST
5TH AVENUE & BROADWAY
NEW YORK, NY 10001",252,OP,04/30/2018,License is Active,1202697,ON-PREMISES LIQUOR,License is Active,4,12/12/2007,05/01/2016,04/30/2018
CHHAYA NEWS INC,"153 159 W 27TH ST STORE #4
NEW YORK, NY 10001",001,ST,03/25/2008,Expired,1202949,TEMPORARY PERMIT,Expired,2,12/17/2007,12/27/2007,03/25/2008
SAI BHAU CONVENIENCE STORE INC,"153 159 W 27TH ST STORE #4
NEW YORK, NY 10001",ML1,AX,12/27/2007,License is Inactive,1202951,"GROCERY BEER, WINE PROD",License is Inactive,3,12/17/2007,12/27/2007,12/27/2007
CAFE J INC,"276 5TH AVENUE
30TH & 31ST STREETS
NEW YORK, NY 10001",341,RW,06/30/2015,License is Inactive,1202992,RESTAURANT WINE,License is Inactive,4,12/18/2007,07/01/2013,06/30/2015
CAFE J INC,"276 5TH AVENUE
NEW YORK, NY 10001",001,ST,04/05/2008,License is Inactive,1202993,TEMPORARY PERMIT,License is Inactive,4,12/18/2007,01/07/2008,04/05/2008
M & S 276 CORP,"276 FIFTH AVENUE
NEW YORK, NY 10001",ML1,RW,01/07/2008,License is Inactive,1202994,RESTAURANT WINE,License is Inactive,4,12/18/2007,01/07/2008,01/07/2008
VATAN EXPRESS INC,"11 W 30TH ST
NEW YORK, NY 10001",002,ST,02/01/2008,Expired,1203240,TEMPORARY PERMIT,Expired,2,12/20/2007,01/03/2008,02/01/2008
GRAND KARAOKE INC,"23 W 32ND STREET 3RD FL
BROADWAY & 5TH AVENUE
NEW YORK, NY 10001",344,TW,12/31/2014,License is Inactive,1204174,TAVERN WINE,License is Inactive,3,01/14/2008,12/12/2013,12/31/2014
MANHATTAN CENTER STUDIOS INC,"311 W 34TH STREET
NEW YORK, NY 10001",903,OP,04/30/2018,License is Active,ON-PREMISES LIQUOR,License is Active,2,"
",MANHATTAN CENTER STUDIOS INC,,1
MANHATTAN CENTER STUDIOS INC,"311 W 34TH STREET
NEW YORK, NY 10001",904,OP,04/30/2018,License is Active,ON-PREMISES LIQUOR,License is Active,2,"
",MANHATTAN CENTER STUDIOS INC,,1
MANHATTAN CENTER STUDIOS INC,"311 W 34TH STREET
NEW YORK, NY 10001",905,OP,04/30/2018,License is Active,ON-PREMISES LIQUOR,License is Active,2,"
",MANHATTAN CENTER STUDIOS INC,,1
MANHATTAN CENTER STUDIOS INC,"311 W 34TH STREET
NEW YORK, NY 10001",906,OP,04/30/2018,License is Active,ON-PREMISES LIQUOR,License is Active,3,"
",MANHATTAN CENTER STUDIOS INC,,1
MANHATTAN CENTER STUDIOS INC,"311 W 34TH STREET
NEW YORK, NY 10001",907,OP,04/30/2018,License is Active,ON-PREMISES LIQUOR,License is Active,3,"
",MANHATTAN CENTER STUDIOS INC,,1
MANHATTAN CENTER STUDIOS INC,"311 W 34TH STREET
NEW YORK, NY 10001",908,OP,04/30/2018,License is Active,ON-PREMISES LIQUOR,License is Active,3,"
",MANHATTAN CENTER STUDIOS INC,,1
MANHATTAN CENTER STUDIOS INC,"311 W 34TH STREET
NEW YORK, NY 10001",909,OP,04/30/2018,License is Active,ON-PREMISES LIQUOR,License is Active,3,"
",MANHATTAN CENTER STUDIOS INC,,1
MANHATTAN CENTER STUDIOS INC,"311 W 34TH STREET
NEW YORK, NY 10001",910,OP,04/30/2018,License is Active,ON-PREMISES LIQUOR,License is Active,3,"
",MANHATTAN CENTER STUDIOS INC,,1
MANHATTAN CENTER STUDIOS INC,"311 W 34TH STREET
NEW YORK, NY 10001",911,OP,04/30/2018,License is Active,ON-PREMISES LIQUOR,License is Active,3,"
",MANHATTAN CENTER STUDIOS INC,,1
MANHATTAN CENTER STUDIOS INC,"311 W 34TH STREET
NEW YORK, NY 10001",912,OP,04/30/2018,License is Active,ON-PREMISES LIQUOR,License is Active,3,"
",MANHATTAN CENTER STUDIOS INC,,1
MANHATTAN CENTER STUDIOS INC,"311 W 34TH STREET
NEW YORK, NY 10001",913,OP,04/30/2018,License is Active,ON-PREMISES LIQUOR,License is Active,3,"
",MANHATTAN CENTER STUDIOS INC,,1
MANHATTAN CENTER STUDIOS INC,"311 W 34TH STREET
NEW YORK, NY 10001",914,OP,04/30/2018,License is Active,ON-PREMISES LIQUOR,License is Active,3,"
",MANHATTAN CENTER STUDIOS INC,,1
WINE ANGEL INC (THE),"115 W 30TH ST STE 505
6TH & 7TH AVE
NEW YORK, NY 10001",303,WW,11/30/2010,License is Inactive,1204410,WHOLESALE WINE,License is Inactive,,01/22/2008,12/01/2009,11/30/2010
VATAN EXPRESS INC,"11 W 30TH ST
NEW YORK, NY 10001",003,ST,03/01/2008,Expired,1204784,TEMPORARY PERMIT,Expired,4,01/28/2008,02/01/2008,03/01/2008
CASABLANCA MUSIC CAFE INC,"34 W 32ND ST 5TH FL
5TH AVE & BROADWAY
NEW YORK, NY 10001",252,OP,06/30/2012,License is Inactive,1205664,ON-PREMISES LIQUOR,License is Inactive,3,02/21/2008,07/01/2010,06/30/2012
"1186 BROADWAY TENANT LLC AND FRIEDFIELD BRESLIN, L","1186 BROADWAY
AKA 16 WEST 29TH STREET
NEW YORK, NY 10001",242,HL,04/30/2017,License is Active,1205755,HOTEL LIQUOR,License is Active,3,02/25/2008,05/01/2015,04/30/2017
"1186 BROADWAY TENANT LLC AND FRIEDFIELD BRESLIN, L","1186 BROADWAY
AKA 16 WEST 29TH STREET
NEW YORK, NY 10001",901,HL,04/30/2017,License is Active,HOTEL LIQUOR,License is Active,3,"
","1186 BROADWAY TENANT LLC AND FRIEDFIELD BRESLIN, L","ACE HOTEL NEW YORK &THE; BRESLIN, JOHN DORY OYSTER ",1
VATAN EXPRESS INC,"11 W 30TH ST
NEW YORK, NY 10001",004,ST,03/31/2008,Expired,1205836,TEMPORARY PERMIT,Expired,2,02/27/2008,03/02/2008,03/31/2008
5 WEST 36 RESTAURANT CORP,"11 13 W 32ND STREET 5TH FL
NEW YORK, NY 10001",344,TW,11/30/2009,License is Inactive,1206193,TAVERN WINE,License is Inactive,4,03/05/2008,12/12/2008,11/30/2009
J J Y 32 INC,"34 36 W 32ND STREET
5TH AVENUE & BROADWAY
NEW YORK, NY 10001",252,OP,08/31/2012,License is Inactive,1206623,ON-PREMISES LIQUOR,License is Inactive,1,03/18/2008,09/01/2010,08/31/2012
J J Y 32 INC,"34 36 W 32ND STREET
NEW YORK, NY 10001",001,ST,07/08/2008,License is Inactive,1206624,TEMPORARY PERMIT,License is Inactive,1,03/18/2008,04/10/2008,07/08/2008
32 RESTAURANT CORP,"34 36 W 32ND ST G/F
NEW YORK, NY 10001",ML1,OP,04/10/2008,License is Inactive,1206625,ON-PREMISES LIQUOR,License is Inactive,1,03/18/2008,04/10/2008,04/10/2008
VATAN EXPRESS INC,"11 W 30TH ST
NEW YORK, NY 10001",005,ST,04/30/2008,Expired,1206913,TEMPORARY PERMIT,Expired,1,03/26/2008,04/01/2008,04/30/2008
34TH STREET PIZZA LLC,"460 W 34TH ST STORE 1 2 & 3
ON 34TH ST BET 9 & 10TH AVENUE
NEW YORK, NY 10001",341,RW,,License is Inactive,1207124,RESTAURANT WINE,License is Inactive,1,04/01/2008,,
34TH STREET PIZZA LLC,"460 W 34TH ST STORE 1 2 & 3
NEW YORK, NY 10001",001,ST,07/23/2008,License is Inactive,1207125,TEMPORARY PERMIT,License is Inactive,1,04/01/2008,04/25/2008,07/23/2008
JMP PIZZA LLC,"460 W 34TH STREET STORE 1,2,&3
NEW YORK, NY 10001",ML1,RW,04/25/2008,Expired,1207126,RESTAURANT WINE,Expired,2,04/01/2008,04/25/2008,04/25/2008
MANHATTAN BCD INC,"17 W 32ND STREET
5TH AVE & BROADWAY
NEW YORK, NY 10001",252,OP,09/30/2012,License is Inactive,1207319,ON-PREMISES LIQUOR,License is Inactive,1,04/07/2008,10/01/2010,09/30/2012
MANHATTAN BCD INC,"17 W 32ND STREET
NEW YORK, NY 10001",001,ST,08/09/2008,License is Inactive,1207320,TEMPORARY PERMIT,License is Inactive,1,04/07/2008,05/12/2008,08/09/2008
DAE DONG MANHATTAN INC,"17 WEST 32ND STREET
NEW YORK, NY 10001",ML1,OP,05/12/2008,License is Inactive,1207321,ON-PREMISES LIQUOR,License is Inactive,1,04/07/2008,05/12/2008,05/12/2008
230FA LLC,"230 5 AV 1148 56BWAY228 32 5AV
NEW YORK, NY 10001",903,OP,03/31/2018,License is Active,ON-PREMISES LIQUOR,License is Active,2,"
",230FA LLC,,1
